title,imdb_id,imdb_url,imdb_score,budget_in_millions,month_of_release,year_of_release,duration_in_hours,main_lang,total_number_languages,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_filmnoir,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_realitytv,genre_romance,genre_scifi,genre_shortfilm,genre_sport,genre_thriller,genre_war,genre_western,main_actor1_name,main_actor1_is_female,main_actor2_name,main_actor2_is_female,main_actor3_name,main_actor3_is_female,total_number_of_actors,main_director_name,main_director_is_female,total_number_of_directors,main_producer_name,total_number_of_producers,editor_name,main_production_company,total_number_of_production_companies,main_production_country,total_number_of_production_countries
The Thing,tt0905372,http://www.imdb.com/title/tt0905372/,6.3,35,10,2011,1.716666667,English,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Mary Elizabeth Winstead,1,Joel Edgerton,0,Ulrich Thomsen,0,16,Matthijs van Heijningen Jr.,0,1,Marc Abraham,2,Peter Boyle,Universal Pictures,3,United States of America,2
The Thomas Crown Affair,tt0063688,http://www.imdb.com/title/tt0063688/,7,4.3,6,1968,1.7,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Steve McQueen,0,Faye Dunaway,1,Paul Burke,0,21,Norman Jewison,0,1,Norman Jewison,2,Hal Ashby,The Mirisch Corporation,3,United States of America,1
The Thomas Crown Affair,tt0155267,http://www.imdb.com/title/tt0155267/,6.8,48,8,1999,1.883333333,English,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Pierce Brosnan,0,Rene Russo,1,Denis Leary,0,13,John McTiernan,0,1,Pierce Brosnan,4,John Wright,Irish Dreamtime,2,United States of America,1
The Three Burials of Melquiades Estrada,tt0419294,http://www.imdb.com/title/tt0419294/,7.5,15,11,2005,2.016666667,English,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tommy Lee Jones,0,Barry Pepper,0,Dwight Yoakam,0,16,Tommy Lee Jones,0,1,Luc Besson,4,Roberto Silvi,The Javelina Film Company,2,United States of America,2
The Three Musketeers,tt0108333,http://www.imdb.com/title/tt0108333/,6.3,30,11,1993,1.75,English,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Charlie Sheen,0,Kiefer Sutherland,0,Chris ODonnell,0,11,Stephen Herek,0,1,Roger Birnbaum,2,John F. Link,Walt Disney Pictures,2,United States of America,2
The Three Musketeers,tt1509767,http://www.imdb.com/title/tt1509767/,5.8,75,8,2011,1.833333333,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Milla Jovovich,1,Orlando Bloom,0,Logan Lerman,0,15,Paul W.S. Anderson,0,1,Paul W.S. Anderson,3,Alexander Berner,Impact Pictures,5,United States of America,4
The Time Machine,tt0054387,http://www.imdb.com/title/tt0054387/,7.6,0.75,8,1960,1.716666667,English,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rod Taylor,0,Alan Young,0,Yvette Mimieux,1,9,George Pal,0,1,George Pal,1,George Tomasini,George Pal Productions,2,United States of America,1
The Time Machine,tt0268695,http://www.imdb.com/title/tt0268695/,5.9,80,3,2002,1.6,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Guy Pearce,0,Mark Addy,0,Phyllida Law,1,27,Simon Wells,0,1,Walter F. Parkes,2,Wayne Wahrman,DreamWorks SKG,2,United States of America,1
The Time Travelers Wife,tt0452694,http://www.imdb.com/title/tt0452694/,7.1,39,8,2009,1.783333333,English,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eric Bana,0,Rachel McAdams,1,Michelle Nolden,1,34,Robert Schwentke,0,1,Nick Wechsler,4,Thom Noble,New Line Cinema,4,United States of America,1
The To Do List,tt1758795,http://www.imdb.com/title/tt1758795/,5.8,1.5,7,2013,1.733333333,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aubrey Plaza,1,Johnny Simmons,0,Bill Hader,0,20,Maggie Carey,0,1,Greg Walter,1,Paul Frank,3 Arts Entertainment,2,United States of America,1
The Tourist,tt1243957,http://www.imdb.com/title/tt1243957/,6,100,12,2010,1.716666667,English,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Johnny Depp,0,Angelina Jolie,1,Paul Bettany,0,46,Florian Henckel von Donnersmarck,0,1,Roger Birnbaum,6,Joe Hutshing,Columbia Pictures,11,United Kingdom,4
The Tournament,tt0471041,http://www.imdb.com/title/tt0471041/,6.1,8,5,2009,1.583333333,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Ving Rhames,0,Robert Carlyle,0,Ian Somerhalder,0,17,Scott Mann,0,1,Glenn M. Stewart,3,Robert Hall,Sherwood Schwartz Productions,3,United Kingdom,1
The Towering Inferno,tt0072308,http://www.imdb.com/title/tt0072308/,6.9,14,12,1974,2.65,English,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Steve McQueen,0,Paul Newman,0,Faye Dunaway,1,15,John Guillermin,0,1,Irwin Allen,1,Carl Kress,Twentieth Century Fox Film Corporation,4,United States of America,1
The Town,tt0840361,http://www.imdb.com/title/tt0840361/,7.6,37,9,2010,2.083333333,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Ben Affleck,0,Rebecca Hall,1,Jeremy Renner,0,48,Ben Affleck,0,1,Graham King,2,Dylan Tichenor,Legendary Pictures,4,United States of America,1
The Train,tt0059825,http://www.imdb.com/title/tt0059825/,7.9,5.8,9,1964,2.216666667,Deutsch,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Burt Lancaster,0,Paul Scofield,0,Jeanne Moreau,1,24,John Frankenheimer,0,1,Jules Bricken,1,David Bretherton,Les Productions Artistes Associés,3,France,3
The Transformers: The Movie,tt0092106,http://www.imdb.com/title/tt0092106/,7.4,6,8,1986,1.4,English,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Judd Nelson,0,Peter Cullen,0,Frank Welker,0,12,Nelson Shin,0,1,Joe Bacal,1,none,De Laurentiis Entertainment Group (DEG),3,United States of America,1
The Tree of Life,tt0478304,http://www.imdb.com/title/tt0478304/,6.7,32,5,2011,2.316666667,English,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brad Pitt,0,Sean Penn,0,Jessica Chastain,1,18,Terrence Malick,0,1,Brad Pitt,5,Jay Rabinowitz,Fox Searchlight Pictures,3,United States of America,1
The Trigger Effect,tt0117965,http://www.imdb.com/title/tt0117965/,5.6,8,8,1996,1.566666667,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Kyle MacLachlan,0,Elisabeth Shue,1,Dermot Mulroney,0,12,David Koepp,0,1,Michael Grillo,1,Jill Savitt,Universal Pictures,3,United States of America,1
The Trouble with Harry,tt0048750,http://www.imdb.com/title/tt0048750/,7.2,1.2,10,1955,1.65,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Edmund Gwenn,0,John Forsythe,0,Shirley MacLaine,1,14,Alfred Hitchcock,0,1,Alfred Hitchcock,1,Alma Macrorie,Paramount Pictures,2,United States of America,1
The Truman Show,tt0120382,http://www.imdb.com/title/tt0120382/,8,60,6,1998,1.716666667,English,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Jim Carrey,0,Laura Linney,1,Noah Emmerich,0,21,Peter Weir,0,1,Edward S. Feldman,4,Lee Smith,Paramount Pictures,2,United States of America,1
The Twilight Saga: Breaking Dawn - Part 1,tt1324999,http://www.imdb.com/title/tt1324999/,4.9,110,3,2011,1.95,English,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kristen Stewart,1,Robert Pattinson,0,Taylor Lautner,0,47,Bill Condon,0,1,Stephenie Meyer,1,Virginia Katz,Summit Entertainment,8,United States of America,1
The Twilight Saga: Breaking Dawn - Part 2,tt1673434,http://www.imdb.com/title/tt1673434/,5.6,120,11,2012,1.916666667,English,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kristen Stewart,1,Robert Pattinson,0,Taylor Lautner,0,56,Bill Condon,0,1,Karen Rosenfelt,3,Virginia Katz,Summit Entertainment,3,United States of America,1
The Twilight Saga: Eclipse,tt1325004,http://www.imdb.com/title/tt1325004/,4.9,68,6,2010,2.066666667,English,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kristen Stewart,1,Robert Pattinson,0,Taylor Lautner,0,42,David Slade,0,1,Wyck Godfrey,2,Art Jones,Summit Entertainment,5,United States of America,1
The Two Jakes,tt0100828,http://www.imdb.com/title/tt0100828/,6.1,19,8,1990,2.3,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Jack Nicholson,0,Harvey Keitel,0,Meg Tilly,1,18,Jack Nicholson,0,1,none,0,Anne Goursaud,Paramount Pictures,1,United States of America,1
The Ugly Truth,tt1142988,http://www.imdb.com/title/tt1142988/,6.5,38,7,2009,1.6,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Katherine Heigl,1,Gerard Butler,0,Eric Winter,0,74,Robert Luketic,0,1,Tom Rosenberg,5,Lisa Zeno Churgin,Lakeshore Entertainment,2,United States of America,1
The Unbearable Lightness of Being,tt0096332,http://www.imdb.com/title/tt0096332/,7.4,17,2,1988,2.85,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Daniel Day-Lewis,0,Juliette Binoche,1,Lena Olin,1,20,Philip Kaufman,0,1,Paul Zaentz,1,Vivien Hillgrove Gilliam,The Saul Zaentz Company,1,United States of America,1
The Underneath,tt0114788,http://www.imdb.com/title/tt0114788/,6.3,6.5,4,1995,1.65,English,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Peter Gallagher,0,Alison Elliott,1,William Fichtner,0,37,Steven Soderbergh,0,1,John Hardy,1,Stan Salfas,Populist Pictures,1,United States of America,1
The Untouchables,tt0094226,http://www.imdb.com/title/tt0094226/,8,25,6,1987,1.983333333,English,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Costner,0,Sean Connery,0,Robert De Niro,0,33,Brian De Palma,0,1,Art Linson,1,Gerald B. Greenberg,Paramount Pictures,1,United States of America,1
The Verdict,tt0084855,http://www.imdb.com/title/tt0084855/,7.8,16,12,1982,2.15,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paul Newman,0,Charlotte Rampling,1,Jack Warden,0,16,Sidney Lumet,1,1,Richard D. Zanuck,2,Peter C. Frank,Twentieth Century Fox Film Corporation,1,United States of America,1
The Village,tt0368447,http://www.imdb.com/title/tt0368447/,6.5,60,7,2004,1.8,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Bryce Dallas Howard,1,Joaquin Phoenix,0,Adrien Brody,0,16,M. Night Shyamalan,0,1,Sam Mercer,3,Christopher Tellefsen,Scott Rudin Productions,3,United States of America,1
The Virgin Suicides,tt0159097,http://www.imdb.com/title/tt0159097/,7.3,6,4,1999,1.616666667,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,James Woods,0,Kathleen Turner,1,Kirsten Dunst,1,20,Sofia Coppola,1,1,Francis Ford Coppola,4,Melissa Kent,American Zoetrope,1,United States of America,1
The Visual Bible: The Gospel of John,tt0377992,http://www.imdb.com/title/tt0377992/,7.6,10,9,2003,2.083333333,English,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Christopher Plummer,0,Henry Ian Cusick,0,Stuart Bunce,0,18,Philip Saville,0,1,Garth Drabinsky,2,Michel Arcand,Gospel of John Ltd.,3,Canada,2
The Vow,tt1606389,http://www.imdb.com/title/tt1606389/,6.8,30,2,2012,1.733333333,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rachel McAdams,1,Channing Tatum,0,Sam Neill,0,10,Michael Sucsy,0,1,Jonathan Glickman,1,none,Spyglass Entertainment,2,United States of America,1
The Wackness,tt1082886,http://www.imdb.com/title/tt1082886/,7.1,6,7,2008,1.65,English,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ben Kingsley,0,Famke Janssen,1,Josh Peck,0,15,Jonathan Levine,0,1,Keith Calder,1,Josh Noyes,SBK Pictures,2,United States of America,1
The Walker,tt0783608,http://www.imdb.com/title/tt0783608/,5.9,10,2,2007,1.8,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Woody Harrelson,0,Kristin Scott Thomas,1,Lauren Bacall,1,9,Paul Schrader,0,1,none,0,none,Ingenious Film Partners,5,United Kingdom,2
The Ward,tt1369706,http://www.imdb.com/title/tt1369706/,5.6,10,9,2010,1.466666667,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Lyndsy Fonseca,1,Amber Heard,1,Danielle Panabaker,1,20,John Carpenter,0,1,Peter Block,4,Patrick McMahon,North by Northwest Entertainment,5,United States of America,1
The Warriors,tt0080120,http://www.imdb.com/title/tt0080120/,7.7,4,2,1979,1.55,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Michael Beck,0,James Remar,0,David Patrick Kelly,0,15,Walter Hill,0,1,Lawrence Gordon,1,Susan E. Morse,Paramount Pictures,1,United States of America,1
The Watch,tt1298649,http://www.imdb.com/title/tt1298649/,5.7,68,7,2012,1.633333333,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ben Stiller,0,Vince Vaughn,0,Jonah Hill,0,19,Akiva Schaffer,0,1,Shawn Levy,1,Dean Zimmerman,Ingenious Film Partners,8,United States of America,1
The Watcher,tt0204626,http://www.imdb.com/title/tt0204626/,5.3,33,9,2000,1.6,Tiếng Việt,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,James Spader,0,Keanu Reeves,0,Marisa Tomei,1,15,Joe Charbanic,0,1,Christopher Eberts,1,Richard Nord,Universal Pictures,1,United States of America,1
The Waterboy,tt0120484,http://www.imdb.com/title/tt0120484/,6,23,11,1998,1.5,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Adam Sandler,0,Kathy Bates,1,Fairuza Balk,1,15,Frank Coraci,0,1,Jack Giarraputo,2,Tom Lewis,Touchstone Pictures,1,United States of America,1
The Way Back,tt1023114,http://www.imdb.com/title/tt1023114/,7.3,30,9,2010,2.216666667,English,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Colin Farrell,0,Dejan Angelov,0,Dragoș Bucur,0,10,Peter Weir,0,1,Joni Levin,4,Lee Smith,Polish Film Institute,8,Poland,3
The Way Way Back,tt1727388,http://www.imdb.com/title/tt1727388/,7.4,4.6,6,2013,1.716666667,English,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liam James,0,Steve Carell,0,Toni Collette,1,13,Nat Faxon,0,2,Tom Rice,2,Tatiana S. Riegel,Fox Searchlight Pictures,3,United States of America,1
The Weather Man,tt0384680,http://www.imdb.com/title/tt0384680/,6.7,20,10,2005,1.683333333,Český,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nicolas Cage,0,Michael Caine,0,Hope Davis,1,11,Gore Verbinski,0,1,Todd Black,3,Craig Wood,Paramount Pictures,3,Germany,2
The Wedding Singer,tt0120888,http://www.imdb.com/title/tt0120888/,6.8,18,2,1998,1.583333333,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Adam Sandler,0,Drew Barrymore,1,Christine Taylor,1,15,Frank Coraci,0,1,Jack Giarraputo,2,Tom Lewis,New Line Cinema,3,United States of America,1
The Whole Nine Yards,tt0190138,http://www.imdb.com/title/tt0190138/,6.7,41.3,2,2000,1.633333333,English,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bruce Willis,0,Matthew Perry,0,Rosanna Arquette,1,10,Jonathan Lynn,0,1,Allan Kaufman,2,Tom Lewis,Franchise Pictures,6,Canada,2
The Whole Ten Yards,tt0327247,http://www.imdb.com/title/tt0327247/,5.4,40,4,2004,1.633333333,English,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bruce Willis,0,Matthew Perry,0,Amanda Peet,1,10,Howard Deutch,0,1,Arnold Rifkin,4,Seth Flaum,Cheyenne Enterprises,6,United States of America,1
The Wicker Man,tt0450345,http://www.imdb.com/title/tt0450345/,3.6,40,9,2006,1.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Nicolas Cage,0,Ellen Burstyn,1,Kate Beahan,1,18,Neil LaBute,0,1,Nicolas Cage,5,none,Saturn Films,9,United States of America,3
The Wild Bunch,tt0065214,http://www.imdb.com/title/tt0065214/,8.1,6.244087,6,1969,2.416666667,English,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,William Holden,0,Ernest Borgnine,0,Robert Ryan,0,44,Sam Peckinpah,0,1,Phil Feldman,2,Lou Lombardo,Warner Brothers/Seven Arts,1,United States of America,1
The Wild Geese,tt0078492,http://www.imdb.com/title/tt0078492/,6.8,10,7,1978,2.233333333,English,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richard Burton,0,Roger Moore,0,Richard Harris,0,34,Andrew V. McLaglen,0,1,Euan Lloyd,1,none,Richmond Productions,1,United Kingdom,2
The Wiz,tt0078504,http://www.imdb.com/title/tt0078504/,5.1,24,10,1978,2.233333333,English,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diana Ross,1,Michael Jackson,0,Nipsey Russell,0,10,Sidney Lumet,0,1,Rob Cohen,1,Dede Allen,Universal Pictures,2,United States of America,1
The Wizard,tt0098663,http://www.imdb.com/title/tt0098663/,6,6,12,1989,1.666666667,English,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fred Savage,0,Luke Edwards,0,Beau Bridges,0,11,Todd Holland,0,1,none,0,none,Universal Pictures,1,United States of America,1
The Wolf of Wall Street,tt0993846,http://www.imdb.com/title/tt0993846/,8.4,100,12,2013,3,Français,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leonardo DiCaprio,0,Jonah Hill,0,Margot Robbie,1,140,Martin Scorsese,0,1,Martin Scorsese,5,Thelma Schoonmaker,Paramount Pictures,5,United States of America,1
The Woman in Red,tt0088414,http://www.imdb.com/title/tt0088414/,5.8,25.3,8,1984,1.45,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Gene Wilder,0,Charles Grodin,0,Joseph Bologna,0,9,Gene Wilder,0,1,none,0,Christopher Greenbury,Orion Pictures,1,United States of America,1
The Women,tt0032143,http://www.imdb.com/title/tt0032143/,8.1,1.688,1,1939,2.216666667,English,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Norma Shearer,0,Joan Crawford,1,Rosalind Russell,1,118,George Cukor,0,1,Hunt Stromberg,1,Robert Kern,Metro-Goldwyn-Mayer (MGM),1,United States of America,1
The World Is Not Enough,tt0143145,http://www.imdb.com/title/tt0143145/,6.4,135,11,1999,2.133333333,English,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pierce Brosnan,0,Sophie Marceau,1,Robert Carlyle,0,20,Michael Apted,0,1,Barbara Broccoli,2,Jim Clark,Eon Productions,2,United Kingdom,2
The Wrestler,tt1125849,http://www.imdb.com/title/tt1125849/,8,6,9,2008,1.816666667,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Mickey Rourke,0,Marisa Tomei,1,Evan Rachel Wood,1,60,Darren Aronofsky,0,1,Darren Aronofsky,2,Andrew Weisblum,Saturn Films,4,United States of America,1
The Wrong Man,tt0051207,http://www.imdb.com/title/tt0051207/,7.5,1.2,12,1956,1.75,English,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Henry Fonda,0,Vera Miles,1,Anthony Quayle,0,21,Alfred Hitchcock,0,1,none,0,George Tomasini,Warner Bros.,1,United States of America,1
The X Files,tt0120902,http://www.imdb.com/title/tt0120902/,6.9,66,6,1998,2.016666667,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,David Duchovny,0,Gillian Anderson,1,Mitch Pileggi,0,46,Rob Bowman,0,1,Chris Carter,2,Stephen Mark,Twentieth Century Fox Film Corporation,2,Canada,2
The X Files: I Want to Believe,tt0443701,http://www.imdb.com/title/tt0443701/,5.9,30,7,2008,1.733333333,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,David Duchovny,0,Gillian Anderson,1,Amanda Peet,1,42,Chris Carter,0,1,Chris Carter,2,Richard A. Harris,Twentieth Century Fox Film Corporation,4,Canada,2
The Year of Living Dangerously,tt0086617,http://www.imdb.com/title/tt0086617/,7.2,6,12,1982,1.916666667,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Mel Gibson,0,Sigourney Weaver,1,Linda Hunt,1,10,Peter Weir,0,1,Jim McElroy,1,William M. Anderson,Metro-Goldwyn-Mayer (MGM),2,United States of America,2
The Young Victoria,tt0962736,http://www.imdb.com/title/tt0962736/,7.3,35,3,2009,1.75,English,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Emily Blunt,1,Jim Broadbent,0,Mark Strong,0,21,Jean-Marc Vallée,0,1,Martin Scorsese,4,Jill Bilcock,GK Films,1,United Kingdom,2
Thelma & Louise,tt0103074,http://www.imdb.com/title/tt0103074/,7.4,16,5,1991,2.166666667,English,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Susan Sarandon,1,Geena Davis,1,Harvey Keitel,0,13,Ridley Scott,0,1,Ridley Scott,2,Thom Noble,Metro-Goldwyn-Mayer (MGM),1,United States of America,1
There Will Be Blood,tt0469494,http://www.imdb.com/title/tt0469494/,8.1,25,12,2007,2.633333333,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daniel Day-Lewis,0,Paul Dano,0,Dillon Freasier,0,24,Paul Thomas Anderson,0,1,JoAnne Sellar,3,Dylan Tichenor,Miramax Films,3,United States of America,1
Theres Something About Mary,tt0129387,http://www.imdb.com/title/tt0129387/,7.1,23,7,1998,1.983333333,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cameron Diaz,1,Ben Stiller,0,Matt Dillon,0,19,Bobby Farrelly,0,2,Frank Beddor,4,Christopher Greenbury,Twentieth Century Fox Film Corporation,1,United States of America,1
They Live,tt0096256,http://www.imdb.com/title/tt0096256/,7.3,4,11,1988,1.566666667,English,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Roddy Piper,0,Keith David,0,Meg Foster,1,47,John Carpenter,0,1,Larry J. Franco,1,Gib Jaffe,Universal Pictures,3,United States of America,1
Thick as Thieves,tt1112782,http://www.imdb.com/title/tt1112782/,6,25,1,2009,1.733333333,English,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Morgan Freeman,0,Antonio Banderas,0,Radha Mitchell,1,16,Mimi Leder,1,1,Les Weldon,6,Martin Nicholson,Revelations Entertainment,6,Germany,2
Thirteen Days,tt0146309,http://www.imdb.com/title/tt0146309/,7.3,80,12,2000,2.416666667,English,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Kevin Costner,0,Bruce Greenwood,0,Steven Culp,0,6,Roger Donaldson,0,1,Peter O. Almond,3,Conrad Buff IV,New Line Cinema,2,United States of America,1
This Is Spinal Tap,tt0088258,http://www.imdb.com/title/tt0088258/,8,2.5,5,1984,1.366666667,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Christopher Guest,0,Michael McKean,0,Harry Shearer,0,49,Rob Reiner,0,1,Karen Murphy,1,Kent Beyda,Spinal Tap Prod.,1,United States of America,1
This Is the End,tt1245492,http://www.imdb.com/title/tt1245492/,6.9,32,6,2013,1.783333333,English,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Franco,0,Jonah Hill,0,Seth Rogen,0,27,Seth Rogen,0,2,Seth Rogen,3,Zene Baker,Columbia Pictures,4,United States of America,1
This Island Earth,tt0047577,http://www.imdb.com/title/tt0047577/,5.8,0.8,6,1955,1.45,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Jeff Morrow,0,Faith Domergue,1,Rex Reason,0,12,Joseph M. Newman,0,1,William Alland,1,Virgil W. Vogel,Universal International Pictures (UI),1,United States of America,1
This Means War,tt1596350,http://www.imdb.com/title/tt1596350/,6.4,65,2,2012,1.716666667,English,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Reese Witherspoon,1,Chris Pine,0,Tom Hardy,0,42,McG,0,1,Simon Kinberg,4,Nicolas De Toth,Overbrook Films,2,United States of America,1
Thor,tt0800369,http://www.imdb.com/title/tt0800369/,7,150,4,2011,1.916666667,English,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Hemsworth,0,Natalie Portman,1,Tom Hiddleston,0,32,Kenneth Branagh,0,1,Kevin Feige,1,Paul Rubell,Marvel Studios,1,United States of America,1
Thor: The Dark World,tt1981115,http://www.imdb.com/title/tt1981115/,7.3,170,10,2013,1.866666667,English,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Hemsworth,0,Natalie Portman,1,Tom Hiddleston,0,43,Alan Taylor,0,1,Kevin Feige,1,Malcolm Jamieson,Marvel Studios,1,United States of America,1
